IDIndikator;Indikator;mes;god;idter;nter;vrednost;CreateDate;LastUpdate;IDLegenda;nIzvorI
IND02M26;Број активних привредних друштава у стечају;12;2020;80047;Апатин;5;1/12/2021 2:07:46 PM;1/12/2021 2:07:46 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M27;Број активних предузетника;12;2020;80047;Апатин;842;1/12/2021 2:07:46 PM;1/12/2021 2:07:46 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M28;Број активних предузетника по NACE Rev.2  (сектор A);12;2020;80047;Апатин;18;1/12/2021 2:07:46 PM;1/12/2021 2:07:46 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M29;Број активних предузетника по NACE Rev.2  (сектор B);12;2020;80047;Апатин;0;1/12/2021 2:07:46 PM;1/12/2021 2:07:46 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M30;Број активних предузетника по NACE Rev.2  (сектор C);12;2020;80047;Апатин;112;1/12/2021 2:07:46 PM;1/12/2021 2:07:46 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M31;Број активних предузетника по NACE Rev.2  (сектор D);12;2020;80047;Апатин;0;1/12/2021 2:07:46 PM;1/12/2021 2:07:46 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M32;Број активних предузетника по NACE Rev.2  (сектор E);12;2020;80047;Апатин;10;1/12/2021 2:07:46 PM;1/12/2021 2:07:46 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M33;Број активних предузетника по NACE Rev.2  (сектор F);12;2020;80047;Апатин;55;1/12/2021 2:07:46 PM;1/12/2021 2:07:46 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M34;Број активних предузетника по NACE Rev.2  (сектор G);12;2020;80047;Апатин;166;1/12/2021 2:07:46 PM;1/12/2021 2:07:46 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M35;Број активних предузетника по NACE Rev.2  (сектор H);12;2020;80047;Апатин;239;1/12/2021 2:07:46 PM;1/12/2021 2:07:46 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M36;Број активних предузетника по NACE Rev.2  (сектор I);12;2020;80047;Апатин;98;1/12/2021 2:07:46 PM;1/12/2021 2:07:46 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M37;Број активних предузетника по NACE Rev.2  (сектор J);12;2020;80047;Апатин;15;1/12/2021 2:07:46 PM;1/12/2021 2:07:46 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M38;Број активних предузетника по NACE Rev.2  (сектор K);12;2020;80047;Апатин;8;1/12/2021 2:07:46 PM;1/12/2021 2:07:46 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M39;Број активних предузетника по NACE Rev.2  (сектор L);12;2020;80047;Апатин;3;1/12/2021 2:07:46 PM;1/12/2021 2:07:46 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M40;Број активних предузетника по NACE Rev.2  (сектор M);12;2020;80047;Апатин;41;1/12/2021 2:07:46 PM;1/12/2021 2:07:46 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M41;Број активних предузетника по NACE Rev.2  (сектор N);12;2020;80047;Апатин;11;1/12/2021 2:07:46 PM;1/12/2021 2:07:46 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M42;Број активних предузетника по NACE Rev.2  (сектор O);12;2020;80047;Апатин;0;1/12/2021 2:07:46 PM;1/12/2021 2:07:46 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M43;Број активних предузетника по NACE Rev.2  (сектор P);12;2020;80047;Апатин;8;1/12/2021 2:07:46 PM;1/12/2021 2:07:46 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M44;Број активних предузетника по NACE Rev.2  (сектор Q);12;2020;80047;Апатин;7;1/12/2021 2:07:46 PM;1/12/2021 2:07:46 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M45;Број активних предузетника по NACE Rev.2  (сектор R);12;2020;80047;Апатин;5;1/12/2021 2:07:46 PM;1/12/2021 2:07:46 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M46;Број активних предузетника по NACE Rev.2  (сектор S);12;2020;80047;Апатин;46;1/12/2021 2:07:46 PM;1/12/2021 2:07:46 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M47;Број активних предузетника по NACE Rev.2  (сектор T);12;2020;80047;Апатин;0;1/12/2021 2:07:46 PM;1/12/2021 2:07:46 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M48;Број активних предузетника по NACE Rev.2  (сектор U);12;2020;80047;Апатин;0;1/12/2021 2:07:46 PM;1/12/2021 2:07:46 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M49;Број основаних предузетника;12;2020;80047;Апатин;2;1/12/2021 2:07:46 PM;1/12/2021 2:07:46 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
IND02M50;Број брисаних предузетника;12;2020;80047;Апатин;8;1/12/2021 2:07:46 PM;1/12/2021 2:07:46 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
